LogicalTGA,SourceClass,ActualPath,Exists,DecodeOK,ActualWidth,ActualHeight,ExpectedWidth,ExpectedHeight,ActualSizeBytes,ExpectedFileSizeKB,SizeOK,DimensionsOK,Status,Error
textures/ui/campmap_c_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_c_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_c_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_c_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_c_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_c_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china10.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china10.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china11.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china11.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china12.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china12.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china5.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china5.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_china9.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_china9.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt10.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt10.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt11.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt11.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt12.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt12.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt5.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt5.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_egypt9.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_egypt9.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_f_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_f_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_g_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_g_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece10.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece10.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece11.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece11.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece12.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece12.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece5.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece5.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_greece9.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_greece9.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_i_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_i_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_k_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_k_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis10.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis10.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis11.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis11.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis12.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis12.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis5.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis5.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_new_atlantis9.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_new_atlantis9.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands10.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands10.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands11.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands11.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands12.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands12.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands5.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands5.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_norselands9.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_norselands9.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/campmap_s_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\campmap_s_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/chargebar empty.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\chargebar empty.tga,True,True,64,8,64,8,2066,2.0,False,True,FAIL,file size mismatch; 
textures/ui/chargebar health.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\chargebar health.tga,True,True,64,8,64,8,2066,2.0,False,True,FAIL,file size mismatch; 
textures/ui/chargebar power.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\chargebar power.tga,True,True,64,8,64,8,2066,2.0,False,True,FAIL,file size mismatch; 
textures/ui/chat icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\chat icon.tga,True,True,32,16,32,16,2066,2.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_china7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_china7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/cn/campmap_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\cn\campmap_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_china7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_china7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_egypt7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_egypt7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_greece7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_greece7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_greece8.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_greece8.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_new_atlantis6.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_new_atlantis6.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_new_atlantis7.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_new_atlantis7.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_norselands3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_norselands3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/de/campmap_norselands4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\de\campmap_norselands4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/ui/diamond.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\diamond.tga,True,True,16,16,16,16,1042,1.0,False,True,FAIL,file size mismatch; 
textures/ui/diamond-alpha.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\diamond-alpha.tga,True,True,16,16,16,16,1042,1.0,False,True,FAIL,file size mismatch; 
textures/ui/divider 128x32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\divider 128x32.tga,True,True,128,32,128,32,16402,16.0,False,True,FAIL,file size mismatch; 
textures/ui/ecliff32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\ecliff32.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/ui/ecliff64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\ecliff64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/ui/eforest32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\eforest32.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/ui/eforest64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\eforest64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/ui/ensemble logo.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\ensemble logo.tga,True,True,256,64,256,64,65554,64.0,False,True,FAIL,file size mismatch; 
textures/ui/eriver32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\eriver32.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/ui/eriver64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\ui\eriver64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
